id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10776673-B2,"Learning method and learning device for sensor fusion to integrate information acquired by radar capable of distance estimation and information acquired by camera to thereby improve neural network for supporting autonomous driving, and testing method and testing device using the same ","StradVision, Inc.","Kye-hyeon KIM, Yongjoong Kim, Hak-Kyoung Kim, Woonhyun Nam, Sukhoon Boo, Myungchul Sung, Dongsoo Shin, Donghun Yeo, Wooju RYU, Myeong-Chun Lee, Hyungsoo Lee, Taewoong Jang, Kyungjoong Jeong, Hongmo Je, Hojin Cho",2019-01-31,2019-12-31,2020-09-15,2020-09-15,https://patents.google.com/patent/US10776673B2/en,https://patentimages.storage.googleapis.com/8e/67/0e/d38857b69d114a/US10776673-20200915-D00000.png
US-10416619-B2,"System modeling, control and optimization ",General Electric Company,Stephen William Piche,2016-07-25,2016-12-30,2019-09-17,2019-09-17,https://patents.google.com/patent/US10416619B2/en,https://patentimages.storage.googleapis.com/7c/6c/62/f645eeddd58c66/US10416619-20190917-D00000.png
US-11308174-B2,Systems and methods to identify a filter set in a query comprised of keywords ,Ebay Inc.,"Tolga Konik, Rajyashree Mukherjee",2014-06-09,2019-02-01,2022-04-19,2022-04-19,https://patents.google.com/patent/US11308174B2/en,https://patentimages.storage.googleapis.com/0c/0e/6d/9a9edd768e4918/US11308174-20220419-D00000.png
US-10257309-B2,Mobile device-related measures of affinity ,"Facebook, Inc.",Jonathan Arie Matus,2012-10-01,2016-12-14,2019-04-09,2019-04-09,https://patents.google.com/patent/US10257309B2/en,https://patentimages.storage.googleapis.com/53/73/29/d70312024782e3/US10257309-20190409-D00000.png
US-10949757-B2,"System, device, and method of detecting user identity based on motor-control loop model ",Biocatch Ltd.,Avi Turgeman,2010-11-29,2016-12-04,2021-03-16,2021-03-16,https://patents.google.com/patent/US10949757B2/en,https://patentimages.storage.googleapis.com/d7/fa/e9/d969a07d7f588d/US10949757-20210316-D00000.png
US-11120353-B2,Efficient driver action prediction system based on temporal fusion of sensor data using deep (bidirectional) recurrent neural network ,Toyota Jidosha Kabushiki Kaisha,"Oluwatobi Olabiyi, Eric Martinson",2016-08-16,2016-11-28,2021-09-14,2021-09-14,https://patents.google.com/patent/US11120353B2/en,https://patentimages.storage.googleapis.com/09/b7/40/c84f79e46d6490/US11120353-20210914-D00000.png
US-10290223-B2,Predictive recommendation engine ,"Pearson Education, Inc.","Yun Jin Rho, Jacob M. Anderson, Gennadiy A. Kukartsev",2014-10-31,2017-05-26,2019-05-14,2019-05-14,https://patents.google.com/patent/US10290223B2/en,https://patentimages.storage.googleapis.com/bd/e8/20/7f71fe329caa19/US10290223-20190514-D00000.png
US-10853116-B2,Machine learning prediction of virtual computing instance transfer performance ,"Vmware, Inc.","Liang Cui, Siddharth EKBOTE, Weiqing Wu, Todd Sabin",2018-07-19,2018-07-19,2020-12-01,2020-12-01,https://patents.google.com/patent/US10853116B2/en,https://patentimages.storage.googleapis.com/34/46/f3/9d3acdf14036b2/US10853116-20201201-D00000.png
US-11334692-B2,Extracting a knowledge graph from program source code ,International Business Machines Corporation,"Robert G. Farrell, Mohammad S. Hamedani",2017-06-29,2017-06-29,2022-05-17,2022-05-17,https://patents.google.com/patent/US11334692B2/en,https://patentimages.storage.googleapis.com/01/16/1e/be078ad577fadd/US11334692-20220517-D00000.png
US-10776708-B2,Analyzing behavior in light of social time ,"Forcepoint, LLC","Josh Lospinoso, Guy Louis Filippelli",2013-03-01,2017-01-05,2020-09-15,2020-09-15,https://patents.google.com/patent/US10776708B2/en,https://patentimages.storage.googleapis.com/e9/d0/7a/3a3739dc426626/US10776708-20200915-D00000.png
US-10956720-B2,System and method for locating and determining substance use ,Robert F. Nienhouse 1997 Declaration Of Trust,Robert Frank Nienhouse,2013-07-02,2019-11-04,2021-03-23,2021-03-23,https://patents.google.com/patent/US10956720B2/en,https://patentimages.storage.googleapis.com/b0/10/4d/ee2ca39827c61a/US10956720-20210323-D00000.png
US-10896574-B2,System and method for outlier detection in gaming ,Playtika Ltd,Idan Kaizerman,2018-12-31,2018-12-31,2021-01-19,2021-01-19,https://patents.google.com/patent/US10896574B2/en,https://patentimages.storage.googleapis.com/c2/14/55/d255d9a9d1fa94/US10896574-20210119-D00000.png
US-10859996-B2,Microchip-type optical measuring apparatus and optical position adjusting method thereof ,Sony Corporation,"Yosuke Muraki, Fumitaka Otsuka",2012-03-30,2018-12-31,2020-12-08,2020-12-08,https://patents.google.com/patent/US10859996B2/en,https://patentimages.storage.googleapis.com/ae/c3/d1/aae3aa274626b0/US10859996-20201208-D00000.png
US-11138513-B2,Dynamic learning system ,Princeton University,"Elad HAZAN, Karan Singh, Cyril ZHANG",2017-06-13,2018-03-07,2021-10-05,2021-10-05,https://patents.google.com/patent/US11138513B2/en,https://patentimages.storage.googleapis.com/5a/b3/1c/8a54f32f216b45/US11138513-20211005-D00000.png
US-11036791-B2,Computerized system and method for determining non-redundant tags from a user's network activity ,"R2 Solutions, Llc","Theodoros Lappas, Kunal Punera, Tamas Sarlos",2011-04-19,2017-03-24,2021-06-15,2021-06-15,https://patents.google.com/patent/US11036791B2/en,https://patentimages.storage.googleapis.com/24/df/49/af65c0448d66bd/US11036791-20210615-D00000.png
US-11023823-B2,Evaluating content for compliance with a content policy enforced by an online system using a machine learning model determining compliance with another content policy ,"Facebook, Inc.",Emanuel Alexandre Strauss,2017-03-03,2017-03-03,2021-06-01,2021-06-01,https://patents.google.com/patent/US11023823B2/en,https://patentimages.storage.googleapis.com/05/02/97/71ecb1646835ff/US11023823-20210601-D00000.png
US-11238356-B2,Method of predicting streamflow data ,University Of Alaska Fairbanks,Timothy R. Petty,2017-06-23,2018-06-22,2022-02-01,2022-02-01,https://patents.google.com/patent/US11238356B2/en,https://patentimages.storage.googleapis.com/a6/7c/90/df70c22d7c85d6/US11238356-20220201-D00000.png
US-10474114-B2,Queuing access to a shared power supply ,"eCurv, Inc.","Edison Almeida, Jonathan O. Stahl",2011-02-25,2017-03-13,2019-11-12,2019-11-12,https://patents.google.com/patent/US10474114B2/en,https://patentimages.storage.googleapis.com/8a/57/63/7863b88b7b67af/US10474114-20191112-D00000.png
US-11038903-B2,System security configurations based on assets associated with activities ,"Paypal, Inc.","Adam Cohen, David Stein, Itzik Levi",2016-06-22,2019-09-10,2021-06-15,2021-06-15,https://patents.google.com/patent/US11038903B2/en,https://patentimages.storage.googleapis.com/c2/40/16/8420ba4961e55d/US11038903-20210615-D00000.png
US-10522242-B2,Methods for non-invasive prenatal ploidy calling ,"Natera, Inc.","Matthew Rabinowitz, Allison Ryan, George Gemelos, Milena Banjevic, Zachary Demko",2009-09-30,2016-11-03,2019-12-31,2019-12-31,https://patents.google.com/patent/US10522242B2/en,https://patentimages.storage.googleapis.com/31/3e/07/bee46e1fdf63d0/US10522242-20191231-D00001.png
US-10692488-B2,Implementing a whole sentence recurrent neural network language model for natural language processing ,International Business Machines Corporation,"Yinghui Huang, Abhinav Sethy, Kartik Audhkhasi, Bhuvana Ramabhadran",2018-04-16,2019-08-23,2020-06-23,2020-06-23,https://patents.google.com/patent/US10692488B2/en,https://patentimages.storage.googleapis.com/ee/07/4f/4bfbafff7e9cca/US10692488-20200623-D00000.png
US-10824957-B2,"In-home-presence probability calculation method, server apparatus, and in-home-presence probability calculation system ","Panasonic Intellectual Property Management Co., Ltd.","Takahiro Yamaguchi, Koichi KUSUKAME, Shinichi Shikii, Motoji Ohmori, Takako Hirose",2013-11-21,2019-08-23,2020-11-03,2020-11-03,https://patents.google.com/patent/US10824957B2/en,https://patentimages.storage.googleapis.com/8e/fc/fb/c9991dd621fd11/US10824957-20201103-D00000.png
US-11556964-B2,"Methods, systems, and devices for counterfactual-based incrementality measurement in digital ad-bidding platform ","Mediamath, Inc.","Prasad Chalasani, Ari Buchalter, Ezra Winston, Jaynth Thiagarajan",2016-08-03,2021-09-27,2023-01-17,2023-01-17,https://patents.google.com/patent/US11556964B2/en,https://patentimages.storage.googleapis.com/68/6a/26/4bd8e46d48dea3/US11556964-20230117-D00000.png
US-10846524-B2,Table layout determination using a machine learning system ,Adobe Inc.,"Brian Lynn Price, Vlad Ion Morariu, Scott David Cohen, Christopher Alan Tensmeyer",2018-11-14,2018-11-14,2020-11-24,2020-11-24,https://patents.google.com/patent/US10846524B2/en,https://patentimages.storage.googleapis.com/97/1f/43/c740306452c825/US10846524-20201124-D00000.png
US-10719664-B2,Cross-media search method ,Peking University Shenzhen Graduate School,"Wenmin Wang, Liang Han, Mengdi Fan, Ronggang Wang, Ge Li, Shengfu DONG, Zhenyu Wang, Ying Li, Hui Zhao, Wen Gao",2016-07-11,2016-12-01,2020-07-21,2020-07-21,https://patents.google.com/patent/US10719664B2/en,https://patentimages.storage.googleapis.com/60/e1/b4/86afc61fe2b88b/US10719664-20200721-D00000.png
US-2021166146-A1,Visual aspect localization presentation ,Ebay Inc.,"Licheng Yu, Mohammadhadi Kiapour, Ajinkya Gorakhnath Kale, Robinson Piramuthu",2017-03-22,2021-02-02,2021-06-03,,https://patents.google.com/patent/US20210166146A1/en,https://patentimages.storage.googleapis.com/49/be/37/daed453d7bea01/US20210166146A1-20210603-D00000.png
US-10305922-B2,Detecting security threats in a local network ,"Vmware, Inc.","Ravi Kumar Devi Reddy, Srinivas Rao Doddi, Mahendra Kumar Kutare, Christophe Briguet",2015-10-21,2016-10-21,2019-05-28,2019-05-28,https://patents.google.com/patent/US10305922B2/en,https://patentimages.storage.googleapis.com/c0/59/d9/98165bb3d43aa5/US10305922-20190528-D00000.png
US-10713317-B2,Conversational agent for search ,Adobe Inc.,"Balaji Krishnamurthy, Shagun Sodhani, Aarushi Arora, Milan Aggarwal",2017-01-30,2017-01-30,2020-07-14,2020-07-14,https://patents.google.com/patent/US10713317B2/en,https://patentimages.storage.googleapis.com/02/69/62/9ac0e7f6a1585b/US10713317-20200714-D00000.png
US-2021166790-A1,Method to Use Gene Expression to Determine Likelihood of Clinical Outcome of Renal Cancer ,"Genomic Health, Inc.","Wayne Cowens, Steven Shak, Audrey Goddard, Dejan Knezevic, Joffre Baker, Michael C. Kiefer, Tara Maddala, Frederick L. Baehner",2010-01-11,2020-11-19,2021-06-03,,https://patents.google.com/patent/US20210166790A1/en,https://patentimages.storage.googleapis.com/1f/72/bd/9c5cf5ec732a0f/US20210166790A1-20210603-D00001.png
US-10846617-B2,Context-aware recommendation system for analysts ,Adobe Inc.,"Iftikhar Ahamath Burhanuddin, Shriram Venkatesh Shet Revankar, Kushal Satya, Biswarup Bhattacharya, Abhilasha Sancheti",2017-05-12,2017-05-12,2020-11-24,2020-11-24,https://patents.google.com/patent/US10846617B2/en,https://patentimages.storage.googleapis.com/c2/37/a1/0d4fb7959ea074/US10846617-20201124-D00000.png
US-11003864-B2,Artificial intelligence optimized unstructured data analytics systems and methods ,"Stratifyd, Inc.",Xiaoyu Wang,2016-05-11,2018-04-30,2021-05-11,2021-05-11,https://patents.google.com/patent/US11003864B2/en,https://patentimages.storage.googleapis.com/a1/ea/b4/a3b05389b97fca/US11003864-20210511-D00000.png
US-2021019647-A1,Systems and methods for machine learning ,D-Wave Systems Inc.,"William G. Macready, Firas Hamze, Fabian A. Chudak, Mani Ranjbar, Jack R. Raymond, Jason T. Rolfe",2016-03-07,2020-09-24,2021-01-21,,https://patents.google.com/patent/US20210019647A1/en,https://patentimages.storage.googleapis.com/fd/93/87/ece96907594f6e/US20210019647A1-20210121-D00000.png
US-10699204-B2,Knowledge discovery from belief networks ,Adobe Inc.,"Carlos Riquelme Ruiz, Eunyee Koh",2014-01-14,2017-05-04,2020-06-30,2020-06-30,https://patents.google.com/patent/US10699204B2/en,https://patentimages.storage.googleapis.com/76/cc/f5/99a3b9dfb89a9f/US10699204-20200630-D00000.png
US-10419466-B2,Cyber security using a model of normal behavior for a group of entities ,Darktrace Limited,"Matt FERGUSON, Maha Kadirkamanathan",2016-02-09,2017-02-06,2019-09-17,2019-09-17,https://patents.google.com/patent/US10419466B2/en,https://patentimages.storage.googleapis.com/f6/a6/a0/81a7301a3312ad/US10419466-20190917-D00000.png
US-10382300-B2,Platform for gathering real-time analysis ,"Evolv Technologies, Inc.","Michael Ellenbogen, M. Brendan McCord, Brian Knoth, Brandon Wolfe",2015-10-06,2016-10-06,2019-08-13,2019-08-13,https://patents.google.com/patent/US10382300B2/en,https://patentimages.storage.googleapis.com/1d/c7/3e/727fc8654bd71d/US10382300-20190813-D00000.png
US-10565498-B1,Deep neural network-based relationship analysis with multi-feature token model ,"Amazon Technologies, Inc.",Dmitry Vladimir Zhiyanov,2017-02-28,2017-02-28,2020-02-18,2020-02-18,https://patents.google.com/patent/US10565498B1/en,https://patentimages.storage.googleapis.com/a2/68/bc/4a569a7dc2a65c/US10565498-20200218-D00000.png
US-11568287-B2,Discovery systems for identifying entities that have a target property ,"Just, Inc.","Lee Chae, Josh Stephen Tetrick, Meng Xu, Matthew D. Schultz, Chuan Wang, Nicolas Tilmans, Michael Brzustowicz",2015-09-30,2017-07-31,2023-01-31,2023-01-31,https://patents.google.com/patent/US11568287B2/en,https://patentimages.storage.googleapis.com/2c/9b/93/d2770967315181/US11568287-20230131-D00000.png
US-11040719-B2,Vehicle system for recognizing objects ,Toyota Jidosha Kabushiki Kaisha,Daisuke Hashimoto,2017-05-24,2018-04-13,2021-06-22,2021-06-22,https://patents.google.com/patent/US11040719B2/en,https://patentimages.storage.googleapis.com/fd/fe/48/ef839ac91e7815/US11040719-20210622-D00000.png
US-11157726-B2,Person identification systems and methods ,Koninklijike Philips N.V.,"Christine Menking Swisher, Asif Rahman",2017-04-14,2018-04-13,2021-10-26,2021-10-26,https://patents.google.com/patent/US11157726B2/en,https://patentimages.storage.googleapis.com/fe/b5/96/2e5c30dd00be5b/US11157726-20211026-D00000.png
US-2020357120-A1,Method and apparatus for predicting brain disease change through machine learning and program for the same ,"The Asan Foundation, University Of Ulsan Foundation For Industry Cooperation","Dong Wha KANG, Young Hwan Kim",2018-01-25,2020-07-24,2020-11-12,,https://patents.google.com/patent/US20200357120A1/en,https://patentimages.storage.googleapis.com/0d/05/af/930f05a6c2f360/US20200357120A1-20201112-D00000.png
US-2022376887-A1,Secure multi-party reach and frequency estimation ,Google Llc,"Craig Wright, Benjamin Kreuter, James Robert Koehler, Arthur Asuncion, Evgeny Skvortsov, Laura Grace Book, Sheng Ma, Jiayu Peng, Xichen HUANG",2020-02-14,2020-07-07,2022-11-24,,https://patents.google.com/patent/US20220376887A1/en,https://patentimages.storage.googleapis.com/7e/f7/3a/ef71a6edb6941e/US20220376887A1-20221124-D00000.png
US-9800667-B2,Remote industrial monitoring using a cloud infrastructure ,"Rockwell Automation Technologies, Inc.","Francisco Maturana, Juan L. Asenjo",2012-08-09,2016-09-27,2017-10-24,2017-10-24,https://patents.google.com/patent/US9800667B2/en,https://patentimages.storage.googleapis.com/42/29/8a/4f4ccc119fb2fc/US09800667-20171024-D00000.png
US-11587078-B2,"System, method, and computer program product for predicting payment transactions using a machine learning technique based on merchant categories and transaction time data ",Visa International Service Association,"Amitava Dutta, April Pabale Vergara, Suresh Krishna Vaidyanathan",2017-09-06,2020-09-11,2023-02-21,2023-02-21,https://patents.google.com/patent/US11587078B2/en,https://patentimages.storage.googleapis.com/47/c1/49/980eb5d5399618/US11587078-20230221-D00000.png
US-10063582-B1,Securing compromised network devices in a network ,Symantec Corporation,"Wangyan Feng, Shuning Wu, Yufei HAN, Yun Shen",2017-05-31,2017-05-31,2018-08-28,2018-08-28,https://patents.google.com/patent/US10063582B1/en,https://patentimages.storage.googleapis.com/60/05/76/9e86b69cb4c6e8/US10063582-20180828-D00000.png
US-2020286591-A1,Reducing error in predicted genetic relationships ,"Ancestry.Com Dna, Llc","Mathew J. Barber, Yong Wang, Keith D. Noto, Kenneth G. Chahine, Catherine Ann Ball",2014-10-14,2020-05-27,2020-09-10,,https://patents.google.com/patent/US20200286591A1/en,https://patentimages.storage.googleapis.com/97/e8/e0/ecedf63f6e7333/US20200286591A1-20200910-D00000.png
US-11145059-B2,Medical scan viewing system with enhanced training and methods for use therewith ,"Enlitic, Inc.","Li Yao, Kevin Lyman, Ashwin Jadhav, Eric C. Poblenz, Anthony Upton",2018-11-21,2020-07-29,2021-10-12,2021-10-12,https://patents.google.com/patent/US11145059B2/en,https://patentimages.storage.googleapis.com/63/c1/bf/0d1de021f54463/US11145059-20211012-D00000.png
US-11016834-B2,Hybrid and hierarchical outlier detection system and method for large scale data protection ,International Business Machines Corporation,"Mu Qiao, Ramani R. Routray, Quan Zhang",2017-01-03,2019-03-26,2021-05-25,2021-05-25,https://patents.google.com/patent/US11016834B2/en,https://patentimages.storage.googleapis.com/9b/20/dd/a39ba89160fc2e/US11016834-20210525-D00000.png
US-10042992-B2,Image based CAPTCHA challenges ,Google Llc,"Wei Liu, Vinay Damodar Shet, Ying Liu, Aaron Malenfant, Haidong Shao, Hongshu Liao, Jiexing Gu, Edison Tan",2015-12-03,2017-09-11,2018-08-07,2018-08-07,https://patents.google.com/patent/US10042992B2/en,https://patentimages.storage.googleapis.com/c8/e4/73/87de6145772d61/US10042992-20180807-D00000.png
US-10395059-B2,System and method to reduce a risk of re-identification of text de-identification tools ,Privacy Analytics Inc.,"Martin Scaiano, Grant Middleton, Varada Kolhatkar, Khaled El Emam",2015-07-15,2017-03-07,2019-08-27,2019-08-27,https://patents.google.com/patent/US10395059B2/en,https://patentimages.storage.googleapis.com/ab/5b/93/7e2a52cbce4a3d/US10395059-20190827-D00000.png
US-11586953-B2,Selection of machine learning algorithms ,"BigML, Inc.",Charles Parker,2016-04-05,2020-06-29,2023-02-21,2023-02-21,https://patents.google.com/patent/US11586953B2/en,https://patentimages.storage.googleapis.com/41/f7/94/032962a1d87416/US11586953-20230221-D00000.png
US-2022138780-A1,Churn prediction with machine learning ,"Airship Group, Inc.","Elizabeth Marjory Orr, Gary Todd Johnson, Neel Banerjee",2016-07-13,2022-01-14,2022-05-05,,https://patents.google.com/patent/US20220138780A1/en,https://patentimages.storage.googleapis.com/32/a6/e1/feef5890c1005a/US20220138780A1-20220505-D00000.png
US-2019244680-A1,Systems and methods for generative machine learning ,D-Wave Systems Inc.,"Jason Tyler Rolfe, Karsten J. Kreis",2018-02-07,2019-02-07,2019-08-08,,https://patents.google.com/patent/US20190244680A1/en,https://patentimages.storage.googleapis.com/19/ff/99/698b1f195197dc/US20190244680A1-20190808-D00000.png
US-10565496-B2,Distance metric learning with N-pair loss ,Nec Corporation,Kihyuk Sohn,2016-02-04,2016-12-20,2020-02-18,2020-02-18,https://patents.google.com/patent/US10565496B2/en,https://patentimages.storage.googleapis.com/9f/9d/52/e55f956ff0e943/US10565496-20200218-D00000.png
US-11067996-B2,Event-driven region of interest management ,Siemens Industry Software Inc.,"Rainer Oder, Andreas Erich Geiger, Ljubo Mercep, Matthias Pollach",2016-09-08,2016-10-06,2021-07-20,2021-07-20,https://patents.google.com/patent/US11067996B2/en,https://patentimages.storage.googleapis.com/9a/37/ee/2252b32cc482f4/US11067996-20210720-D00000.png
US-10909280-B2,Methods and systems for structural health monitoring ,The Boeing Company,"Lawrence Eric Pado, Jeong-Beom Ihn",2012-10-09,2016-10-26,2021-02-02,2021-02-02,https://patents.google.com/patent/US10909280B2/en,https://patentimages.storage.googleapis.com/3f/05/24/5c7282bf6c3568/US10909280-20210202-D00000.png
US-10592800-B2,Neural networks for transforming signals ,"Mitsubishi Electric Research Laboratories, Inc.","John Hershey, Jonathan Le Roux, Felix Weninger",2014-07-30,2016-11-03,2020-03-17,2020-03-17,https://patents.google.com/patent/US10592800B2/en,https://patentimages.storage.googleapis.com/6c/ac/80/863e57ef94f2c0/US10592800-20200317-D00000.png
US-10133938-B2,Apparatus and method for object recognition and for training object recognition model ,"Samsung Electronics Co., Ltd.","Chang Hyun Kim, Tae Sup MOON, Dong Hwa Lee, Hyun Jin Choi, Ki Hwan CHOI",2015-09-18,2016-09-15,2018-11-20,2018-11-20,https://patents.google.com/patent/US10133938B2/en,https://patentimages.storage.googleapis.com/1c/51/31/96de990852087b/US10133938-20181120-D00000.png
US-11017151-B2,Systems and methods for scalable hierarchical coreference ,Oracle International Corporation,"Michael Louis WICK, Jean-Baptiste Frederic George Tristan, Stephen Joseph Green",2018-05-17,2020-03-27,2021-05-25,2021-05-25,https://patents.google.com/patent/US11017151B2/en,https://patentimages.storage.googleapis.com/83/27/96/48858badb0be07/US11017151-20210525-D00000.png
US-11537921-B2,Moveable storage ,"Comcast Cable Communications, Llc","Frances Bevan, David Markowitz, Gary Michael Rekstad, Jr., Jae Sim, Christopher Stone",2012-02-21,2019-02-06,2022-12-27,2022-12-27,https://patents.google.com/patent/US11537921B2/en,https://patentimages.storage.googleapis.com/9e/a1/95/6e26f1ca505fcc/US11537921-20221227-D00000.png
US-10296443-B2,Automatically predicting faults that caused software failures using a Markov logic network ,The Board Of Trustees Of The University Of Illinois,Mark Grechanik,2015-10-09,2016-10-06,2019-05-21,2019-05-21,https://patents.google.com/patent/US10296443B2/en,https://patentimages.storage.googleapis.com/70/2a/25/4d25b706beda20/US10296443-20190521-D00000.png
US-10733813-B2,Managing anomaly detection models for fleets of industrial equipment ,International Business Machines Corporation,"Tsuyoshi Ide, Dzung Phan",2017-11-01,2017-11-01,2020-08-04,2020-08-04,https://patents.google.com/patent/US10733813B2/en,https://patentimages.storage.googleapis.com/0f/81/49/7e319967fa13c7/US10733813-20200804-D00000.png
US-11307892-B2,Machine-learning for state determination and prediction ,Optum Services (Ireland) Limited,"Damian Kelly, Dominik Dahlem, Rick A. Hamilton",2018-06-27,2018-06-27,2022-04-19,2022-04-19,https://patents.google.com/patent/US11307892B2/en,https://patentimages.storage.googleapis.com/46/f7/b8/0f722218c6303e/US11307892-20220419-D00000.png
US-10963541-B2,"Systems, methods, and apparatuses for implementing a related command with a predictive query interface ","Salesforce.Com, Inc.","Beau David Cronin, Fritz Heinrich Obermeyer, Cap Christian Petschulat, Eric Michael Jonas, Jonathan Glidden",2013-03-13,2016-08-26,2021-03-30,2021-03-30,https://patents.google.com/patent/US10963541B2/en,https://patentimages.storage.googleapis.com/2d/11/20/49b61eca2f1251/US10963541-20210330-D00000.png
US-10740563-B2,System and methods for text classification ,Benedict R. Dugan,Benedict R. Dugan,2017-02-03,2018-02-05,2020-08-11,2020-08-11,https://patents.google.com/patent/US10740563B2/en,https://patentimages.storage.googleapis.com/d7/e4/33/d84bf53960e0ed/US10740563-20200811-D00000.png
US-10592805-B2,Physics modeling for radar and ultrasonic sensors ,"Ford Global Technologies, Llc","Alexander Groh, Kay Kunes, Sarah Houts",2016-08-26,2016-08-26,2020-03-17,2020-03-17,https://patents.google.com/patent/US10592805B2/en,https://patentimages.storage.googleapis.com/54/9e/27/208ad81a4a3f93/US10592805-20200317-D00000.png
US-2021241141-A1,Training or using sets of explainable machine-learning modeling algorithms for predicting timing of events ,Equifax Inc.,"Jeffery Dugger, Michael McBurnett",2018-05-10,2019-05-10,2021-08-05,,https://patents.google.com/patent/US20210241141A1/en,https://patentimages.storage.googleapis.com/34/37/98/0c8792e825ca5a/US20210241141A1-20210805-D00000.png
US-9705904-B1,Neural attention mechanisms for malware analysis ,Cylance Inc.,"Andrew Davis, Matthew Wolff, Michael Wojnowicz, Derek A. Soeder, Xuan Zhao",2016-07-21,2016-08-24,2017-07-11,2017-07-11,https://patents.google.com/patent/US9705904B1/en,https://patentimages.storage.googleapis.com/41/56/fe/ea2ba60f61c082/US09705904-20170711-D00000.png
US-10878328-B2,Method and system for analyzing driver behaviour based on telematics data ,Tata Consultancy Services Limited,"Raghav MATHUR, Rajesh KAVADIKI, Balaram PANDA, Sumit Kumar",2016-06-21,2017-01-30,2020-12-29,2020-12-29,https://patents.google.com/patent/US10878328B2/en,https://patentimages.storage.googleapis.com/2d/b7/4e/577b6e6d39c8e1/US10878328-20201229-D00000.png
US-10248910-B2,Detection mitigation and remediation of cyberattacks employing an advanced cyber-decision platform ,"Fractal Industries, Inc.","Jason Crabtree, Andrew Sellers",2015-10-28,2016-08-15,2019-04-02,2019-04-02,https://patents.google.com/patent/US10248910B2/en,https://patentimages.storage.googleapis.com/07/63/e1/150e3d6a5f265e/US10248910-20190402-D00000.png
US-11237546-B2,Method and system of modifying a data collection trajectory for vehicles ,"Strong Force loT Portfolio 2016, LLC","Charles Howard Cella, Gerald William Duffy, JR., Jeffrey P. McGuckin, Mehul Desai",2016-06-15,2018-12-21,2022-02-01,2022-02-01,https://patents.google.com/patent/US11237546B2/en,https://patentimages.storage.googleapis.com/75/46/9b/35e1bce5841117/US11237546-20220201-D00000.png
US-9813510-B1,Network system to compute and transmit data based on predictive information ,"Uber Technologies, Inc.","John Mark Nickels, Eoin O'Mahony",2016-09-26,2016-12-30,2017-11-07,2017-11-07,https://patents.google.com/patent/US9813510B1/en,https://patentimages.storage.googleapis.com/8c/0f/7e/0ddd07a7e1c244/US09813510-20171107-D00000.png
US-11481657-B2,"Content recommendation method, apparatus and system ",Alibaba Group Holding Limited,"Shixing SHEN, Biyao WANG, Yuzong Yin, Jian Yao, Baiyu Pan, Ji Wang",2016-03-18,2016-09-19,2022-10-25,2022-10-25,https://patents.google.com/patent/US11481657B2/en,https://patentimages.storage.googleapis.com/0b/7a/d7/1155015913df16/US11481657-20221025-D00000.png
US-10372146-B2,Systems and methods for creating and using combined predictive models to control HVAC equipment ,Johnson Controls Technology Company,Steven R. Vitullo,2016-10-21,2016-10-21,2019-08-06,2019-08-06,https://patents.google.com/patent/US10372146B2/en,https://patentimages.storage.googleapis.com/cc/a2/90/74a1eb94aa40c4/US10372146-20190806-D00000.png
US-2020356901-A1,Target variable distribution-based acceptance of machine learning test data sets ,"Amazon Technologies, Inc.","Saman Zarandioon, Robert Matthias Steele",2016-08-01,2020-07-26,2020-11-12,,https://patents.google.com/patent/US20200356901A1/en,https://patentimages.storage.googleapis.com/a8/22/67/dfbe1aa20f69c2/US20200356901A1-20201112-D00000.png
US-11347191-B2,System and method to facilitate welding software as a service ,Illinois Tool Works Inc.,Christopher Hsu,2015-07-29,2016-07-28,2022-05-31,2022-05-31,https://patents.google.com/patent/US11347191B2/en,https://patentimages.storage.googleapis.com/15/fc/90/678a5e54fe570f/US11347191-20220531-D00000.png
US-10308243-B2,Vehicle remote park assist with occupant detection ,"Ford Global Technologies, Llc",Erick Michael Lavoie,2016-07-26,2016-07-26,2019-06-04,2019-06-04,https://patents.google.com/patent/US10308243B2/en,https://patentimages.storage.googleapis.com/73/4c/76/1cd215851d903a/US10308243-20190604-D00000.png
US-10733556-B2,Automated tasking and accuracy assessment systems and methods for assigning and assessing individuals and tasks ,Mighty AI LLC,"Matthew Justin Von Bencke, Angela Beth Hugeback, Yuan Li, Daryn Edward Nakhuda, Patrick Emmett O'Donnell, Matthew Newman Shobe",2016-05-09,2016-07-25,2020-08-04,2020-08-04,https://patents.google.com/patent/US10733556B2/en,https://patentimages.storage.googleapis.com/f5/10/55/63835d47e84abb/US10733556-20200804-D00000.png
US-10949022-B2,"Method, device, and system for determining a false touch on a touch screen of an electronic device using an AI model ",Lg Electronics Inc.,Jae Ho Lee,2019-08-19,2019-09-16,2021-03-16,2021-03-16,https://patents.google.com/patent/US10949022B2/en,https://patentimages.storage.googleapis.com/0b/a5/ea/60ee086a2ef63b/US10949022-20210316-D00000.png
US-10185832-B2,Methods and systems for defending cyber attack in real-time ,The United States Of America As Represented By The Secretary Of The Army,Hasan Cam,2015-08-12,2016-07-19,2019-01-22,2019-01-22,https://patents.google.com/patent/US10185832B2/en,https://patentimages.storage.googleapis.com/40/99/3b/ef7d43ef9d9110/US10185832-20190122-D00000.png
